title,total_count,nr_words,percentage
Mansfield_Park,188,186308,0.10090817356205853
Sense_and_Sensibility,266,140198,0.1897316652163369
Northanger_Abbey,64,90709,0.07055529219812809
Persuasion,186,97943,0.18990637411555703
Emma,297,186592,0.15917081118161552
Pride_and_Prejudice,345,144848,0.2381807135756103
